Links,Claims,Date,Date
https://www.indiatoday.in//fact-check/story/fact-check-are-people-wearing-masks-not-getting-enough-oxygen-1697994-2020-07-07, Picture of woman in a bikini is of Congress president Sonia Gandhi,24-Jun-20,24-Jun-20
https://www.indiatoday.in//fact-check/story/fact-check-old-video-of-military-train-linked-to-present-indo-china-conflict-1697644-2020-07-06," Amid “Boycott China” calls in light of recent border tensions, Bank of China is opening its first Indian branch in Mumbai",23-Jun-20,23-Jun-20
https://www.indiatoday.in//fact-check/story/fact-check-us-cartoonist-ben-garrison-did-not-make-this-caricature-on-indian-media-1697326-2020-07-05," Picture shows former PM late Indira Gandhi addressing soldiers at Galwan Valley, the scene of recent clashes between Indian and Chinese troops",22-Jun-20,22-Jun-20
https://www.indiatoday.in//fact-check/story/bharat-biotech-vice-president-taking-dose-of-coronavirus-vaccine-fact-check-viral-picture-social-media-1696835-2020-07-04, One can differentiate between Chinese and Indian products just by barcodes,21-Jun-20,21-Jun-20
https://www.indiatoday.in//fact-check/story/did-kangana-release-sridevi-autopsy-report-with-sensational-details-1696825-2020-07-03, Video of Indian soldiers injured in Galwan Valley clash with Chinese troops,21-Jun-20,21-Jun-20
https://www.indiatoday.in//fact-check/story/fact-check-did-nostradamus-predict-the-coronavirus-pandemic-in-16th-century-1696567-2020-07-03, Picture of the coffins of 20 Indian soldiers martyred in India-China standoff in Ladakh,19-Jun-20,19-Jun-20
https://www.indiatoday.in//fact-check/story/fact-check-have-budweiser-employees-been-pissing-in-their-beer-tanks-1696299-2020-07-02, Pictures show Rahul and Priyanka Gandhi conducting secret meetings with Chinese ambassadors during the 2017 Doklam crisis,18-Jun-20,18-Jun-20
https://www.indiatoday.in//fact-check/story/fact-check-was-this-huge-protest-in-nepal-against-oli-govt-s-pro-china-stance-1696008-2020-07-01, Video is of Indian soldiers crying after the clash with Chinese troops in Ladakh late on Monday night,17-Jun-20,17-Jun-20
https://www.indiatoday.in//fact-check/story/fact-check-truth-behind-telugu-being-declared-second-best-script-in-the-world-1695788-2020-07-01, Picture of 57 BSF jawans martyred in the recent clashes with Chinese soldiers,17-Jun-20,17-Jun-20
https://www.indiatoday.in//fact-check/story/whos-this-man-wrapped-in-pakistani-flag-standing-on-tricolour-1695645-2020-06-30, Picture shows bodies of Indian soldiers martyred in the face-off with Chinese troops in Galwan Valley of eastern Ladakh,17-Jun-20,17-Jun-20
https://www.indiatoday.in//india/video/chine-troops-torture-indian-soldiers-viral-video-1695477-2020-06-30," The Tanzanian government has approved a herbal medicine called Covidol, which will cure patients suffering from Covid-19",16-Jun-20,16-Jun-20
https://www.indiatoday.in//fact-check/story/fact-check-us-choppers-over-arizona-lake-passed-off-as-iaf-apaches-over-pangong-tso-1695418-2020-06-30, Picture of woman hanging from a tree and toddler’s body floating in a pond shows the plight of people in “Atmanirbhar Bharat”,16-Jun-20,16-Jun-20
https://www.indiatoday.in//fact-check/story/fact-check-netizens-fall-for-satirical-post-of-chinese-man-thrashing-pakistani-in-karachi-1695285-2020-06-29, A study conducted by World Health Organization (WHO) and major hospitals has found that Covid-19 has become weaker and harmless,16-Jun-20,16-Jun-20
https://www.indiatoday.in//fact-check/story/fact-check-viral-who-warning-of-nipah-virus-outbreak-in-india-is-two-years-old-1694944-2020-06-28,"  In his condolence tweet on the death of Sushant Singh Rajput, Rahul Gandhi called him a “young & talented Cricketer” instead of actor",15-Jun-20,15-Jun-20
https://www.indiatoday.in//fact-check/story/fact-check-army-training-video-goes-viral-as-chinese-forces-torturing-indian-soldiers-1694911-2020-06-28, Picture showing bodies lying on the street is of Muslims killed by the Indian Army in Kashmir,14-Jun-20,14-Jun-20
https://www.indiatoday.in//fact-check/story/fact-check-netizens-confuse-kyrgyz-president-for-chinese-leader-to-hit-out-at-pm-modi-1694880-2020-06-28," After destroying the world economy, WHO has now taken a U-turn, saying asymptomatic Covid-19 cases rarely spread the disease",14-Jun-20,14-Jun-20
https://www.indiatoday.in//fact-check/video/did-muslim-scientists-in-ayush-ministry-reject-coronil-1694794-2020-06-28, Covid-19 patients dancing to ‘Lungi Dance’ at a quarantine facility in Mumbai,13-Jun-20,13-Jun-20
https://www.indiatoday.in//fact-check/story/fact-check-truth-behind-young-girl-s-death-stare-at-policeman-1694667-2020-06-27, Video shows medical staff cheering after the last coronavirus patient recovered in New Zealand and the Covid-19 ward was shut,13-Jun-20,13-Jun-20
https://www.indiatoday.in//fact-check/video/is-bank-of-china-opening-a-branch-in-india-now-1693256-2020-06-27, Sri Rama Krishna Hospital in Hyderabad’s Kachiguda has been sealed,13-Jun-20,13-Jun-20
https://www.indiatoday.in//fact-check/story/fact-check-muslim-members-ayush-ministry-conspire-baba-ramdev-coronil-1693184-2020-06-27, Doctor at Sir Ganga Ram hospital has prescribed medication for contacts of Covid-positive cases,12-Jun-20,12-Jun-20
https://www.indiatoday.in//fact-check/story/fact-check-video-of-coronavirus-patients-outside-hospital-is-not-from-india-1693133-2020-06-26, Facebook has changed its policy,12-Jun-20,12-Jun-20
https://www.indiatoday.in//fact-check/story/has-bhutan-deliberately-blocked-irrigation-water-to-indian-farmers-in-assam-1693016-2020-06-26, Video shows the daughter of former United States President George W Bush converting to Islam,10-Jun-20,10-Jun-20
https://www.indiatoday.in//fact-check/story/fact-check-viral-video-mob-vandalising-petrol-pump-over-rising-fuel-prices-1692753-2020-06-25, There has been no death due to Covid-19 in Israel as they mix lemon and baking soda in their tea,9-Jun-20,9-Jun-20
https://www.indiatoday.in//fact-check/story/fact-check-truth-behind-farewell-video-of-british-airways-staff-1692716-2020-06-25, Israeli soldier killed a Palestinian boy by kneeling on his neck,9-Jun-20,9-Jun-20
https://www.indiatoday.in//fact-check/story/fact-check-mumbai-doc-whose-covid-tips-are-viral-has-no-link-to-nanavati-hospital-1692390-2020-06-24, Americans are now punching life-sized dolls of Donald Trump publicly to express displeasure against the United States President,9-Jun-20,9-Jun-20
https://www.indiatoday.in//fact-check/story/fact-check-bond-girl-in-bikini-passed-off-as-sonia-gandhi-1692315-2020-06-24, Set of pictures showing people in different kinds of masks is from the Spanish flu pandemic of 1918-20,8-Jun-20,8-Jun-20
https://www.indiatoday.in//fact-check/story/fact-check-is-bank-of-china-opening-its-first-branch-in-india-amid-border-tensions-1692011-2020-06-23, Brahmins in UP's Bundelkhand region cut off the tongue of a Class 8 girl and offered it as sacrifice to Lord Shiva to save their village from coronavirus,8-Jun-20,8-Jun-20
https://www.indiatoday.in//fact-check/video/india-china-made-in-china-1691837-2020-06-23, Picture shows veteran BJP leader Murli Manohar Joshi offering sweets to PM Modi as soon as Ram temple construction began in Ayodhya,7-Jun-20,7-Jun-20
https://www.indiatoday.in//fact-check/story/viral-image-of-indira-gandhi-addressing-soldiers-not-from-galwan-valley-1691538-2020-06-22, Delhi Public School is selling face masks to students for Rs 400,6-Jun-20,6-Jun-20
https://www.indiatoday.in//fact-check/story/fact-check-can-you-identify-a-made-in-china-product-just-by-its-barcode-1691296-2020-06-21, Picture of toddler breastfeeding from mother lying dead on the railway tracks in MP highlights the present migrant crisis in India,6-Jun-20,6-Jun-20
https://www.indiatoday.in//fact-check/video/did-rahul-gandhi-meet-chinese-envoys-secretly-1691203-2020-06-21, Jyotiraditya Scindia has removed “BJP” from his Twitter bio,6-Jun-20,6-Jun-20
https://www.indiatoday.in//fact-check/story/fact-check-old-video-of-jawans-injured-in-bus-accident-linked-to-galwan-valley-clash-1691174-2020-06-21, Picture of young couple lying on the road and kissing was taken during protests over George Floyd’s death in the US,5-Jun-20,5-Jun-20
https://www.indiatoday.in//fact-check/video/are-these-the-indian-soldiers-martyred-in-ladakh-1690907-2020-06-20," The man in the viral post has killed the pregnant elephant in Kerala, recently",4-Jun-20,4-Jun-20
https://www.indiatoday.in//fact-check/story/fact-check-no-these-are-not-the-coffins-of-20-soldiers-martyred-in-ladakh-fighting-chinese-army-1690795-2020-06-19, Video of funnel-shaped column over a water body is the eye of Cyclone Nisarga,3-Jun-20,3-Jun-20
https://www.indiatoday.in//fact-check/story/fact-check-truth-behind-pics-showing-rahul-gandhi-with-chinese-envoys-1690388-2020-06-18, Japanese Nobel laureate Dr,3-Jun-20,3-Jun-20
https://www.indiatoday.in//fact-check/story/fact-check-old-video-from-kashmir-linked-to-indo-china-flare-up-in-ladakh-1690109-2020-06-17, US President Donald Trump wanted to ruin Americans using coronavirus as a weapon,2-Jun-20,2-Jun-20
https://www.indiatoday.in//fact-check/story/fact-check-pic-of-jawans-resting-passed-off-as-indian-soldiers-martyred-in-ladakh-1690074-2020-06-17," Authorities in Atlanta, United States, have deployed child soldiers to stop protesters demonstrating against the death of George Floyd",2-Jun-20,2-Jun-20
https://www.indiatoday.in//fact-check/story/fact-check-bodies-of-nigerian-soldiers-killed-by-boko-haram-passed-off-as-indian-jawans-martyred-in-ladakh-1690069-2020-06-17, Protesters in the United States broke into the White House against George Floyd’s death,1-Jun-20,1-Jun-20
https://www.indiatoday.in//fact-check/story/fact-check-does-this-herbal-medicine-tanzania-cure-covid-19-1689722-2020-06-16, A Chinese rocket attack in Sikkim killed 158 Indian soldiers,31-May-20,31-May-20
https://www.indiatoday.in//fact-check/story/fact-check-disturbing-image-from-bangladesh-used-to-mock-atmanirbhar-bharat-1689717-2020-06-16, Man seen in viral pics was a Covid-19 patient who fell in love with his lady doctor,30-May-20,30-May-20
https://www.indiatoday.in//fact-check/story/who-coronavirus-losing-potency-1689591-2020-06-16, Viral pictures are of devastating forest fires presently raging in Uttarakhand,29-May-20,29-May-20
https://www.indiatoday.in//fact-check/story/fact-check-did-rahul-gandhi-call-sushant-singh-rajput-a-cricketer-in-his-condolence-tweet-1689246-2020-06-15," Picture of recent border crisis between India and China, with Chinese troops displaying their flag and banner in Galwan Valley",28-May-20,28-May-20
https://www.indiatoday.in//fact-check/story/fact-check-picture-from-venezuela-passed-off-as-atrocities-on-muslims-by-indian-army-1689048-2020-06-14, Do not leave sanitiser bottles in your car,27-May-20,27-May-20
https://www.indiatoday.in//fact-check/story/fact-check-what-did-who-say-about-asymptomatic-transmission-of-covid-19-1689025-2020-06-14, Canadian PM Justin Trudeau's Eid al-Fitr message this year was against Islamophobia,27-May-20,27-May-20
https://www.indiatoday.in//fact-check/story/fact-check-tracing-the-quarantine-facility-where-people-are-grooving-to-lungi-dance-1688773-2020-06-13, Picture shows coffins of 75 Indian soldiers killed by China in Ladakh,26-May-20,26-May-20
https://www.indiatoday.in//fact-check/story/fact-check-video-showing-medical-staff-cheering-is-not-from-new-zealand-1688763-2020-06-13," Muslims get involved in a street brawl in Birmingham, England, amid Eid celebrations",25-May-20,25-May-20
https://www.indiatoday.in//fact-check/story/fact-check-covid-19-rumours-about-hyderabad-hospital-circulate-on-social-media-1688755-2020-06-13, Video of landslide on Guwahati-Shillong Road that almost trapped a motorist,25-May-20,25-May-20
https://www.indiatoday.in//fact-check/story/fact-check-this-covid-19-prescription-is-not-given-by-delhi-s-sir-ganga-ram-hospital-1688427-2020-06-12, Thrombosis is the main cause of death for Covid-19 patients,25-May-20,25-May-20
https://www.indiatoday.in//fact-check/story/fact-check-no-facebook-is-not-using-posts-made-by-users-in-lawsuits-against-them-1688240-2020-06-12, Video of Muslim woman being brutally beaten up in India,24-May-20,24-May-20
https://www.indiatoday.in//fact-check/story/fact-check-no-this-is-not-george-w-bush-s-daughter-converting-to-islam-1687665-2020-06-10, Slogans of “Chowkidar Chor Hai” were raised to “welcome” Prime Minister Narendra Modi in West Bengal on May 22,23-May-20,23-May-20
https://www.indiatoday.in//fact-check/video/is-this-couple-kissing-during-the-ongoing-protests-in-the-us-1687633-2020-06-10, Video of migrant labourers vandalising cars and buses near Kanpur in Uttar Pradesh,23-May-20,23-May-20
https://www.indiatoday.in//fact-check/story/mixing-lemon-baking-soda-tea-wont-kill-coronavirus-1687315-2020-06-09," Video shows damages caused in Digha, West Bengal, just before the landfall of Cyclone Amphan",21-May-20,21-May-20
https://www.indiatoday.in//fact-check/story/this-is-not-an-israeli-soldier-killing-palestinian-boy-1687295-2020-06-09, Video shows an overcrowded Madina market in Hyderabad where people are shopping for Eid,21-May-20,21-May-20
https://www.indiatoday.in//fact-check/story/fact-check-old-video-people-punching-trump-dummy-1687170-2020-06-09, Rahul Gandhi’s interaction with migrants at Delhi’s Sukhdev Vihar was staged,21-May-20,21-May-20
https://www.indiatoday.in//fact-check/story/unrelated-images-go-viral-as-scenes-from-100-year-old-spanish-flu-pandemic-1686932-2020-06-08, Picture of woman cycling with a baby tied on her back shows the plight of migrants during the lockdown,19-May-20,19-May-20
https://www.indiatoday.in//fact-check/story/fact-check-no-brahmins-did-not-cut-off-girl-tongue-uttar-pradesh-stop-coronavirus-1686653-2020-06-08, Renowned cardiac surgeon Dr Devi Shetty has issued a list of 22 suggestions to be followed for one year to protect oneself against coronavirus,19-May-20,19-May-20
https://www.indiatoday.in//fact-check/story/pic-of-mm-joshi-offering-sweets-to-pm-modi-has-no-link-to-ram-temple-1686539-2020-06-07, Video of Muslim women stealing food items from a supermarket during Ramadan,18-May-20,18-May-20
https://www.indiatoday.in//fact-check/video/did-this-man-kill-pregnant-elephant-in-kerala-1686431-2020-06-07," Viral picture shows 1,000 buses arranged by Priyanka Gandhi in Uttar Pradesh to bring migrants home",18-May-20,18-May-20
https://www.indiatoday.in//fact-check/story/fact-check-no-delhi-public-school-is-not-selling-masks-to-students-1686302-2020-06-06," In this video from Rajasthan, a woman narrates how Hindus were attacked by Muslims and police did not help them",18-May-20,18-May-20
https://www.indiatoday.in//fact-check/story/fact-check-three-year-old-photo-goes-viral-linking-it-to-present-migrant-crisis-1686292-2020-06-06, Picture of Donald Trump shaking hands with Osama Bin Laden,17-May-20,17-May-20
https://www.indiatoday.in//fact-check/video/fact-check-did-protestors-storm-the-white-house-in-the-us-1686261-2020-06-06, Video of Muslim brutalities on Hindus in Hooghly district of West Bengal,16-May-20,16-May-20
https://www.indiatoday.in//fact-check/story/fact-check-did-jyotiraditya-scindia-remove-bjp-from-his-twitter-bio-1686249-2020-06-06," According to Twitter handle “India TV”, Jyotiraditya Scindia is on his way out of BJP",16-May-20,16-May-20
https://www.indiatoday.in//fact-check/story/fact-check-this-picture-of-couple-kissing-was-not-taken-during-george-floyd-protests-1686027-2020-06-05," According to Alibaba Group co-founder Jack Ma, 2020 is the year of staying alive and not a time to dream or plan",15-May-20,15-May-20
https://www.indiatoday.in//fact-check/story/fact-check-this-man-is-not-the-killer-of-pregnant-elephant-in-kerala-1685569-2020-06-04, Picture shows Bill Gates and White House health advisor Dr Anthony Fauci violating social distancing norms and not wearing masks,15-May-20,15-May-20
https://www.indiatoday.in//fact-check/story/fact-check-seven-month-old-video-goes-viral-linking-it-to-cyclone-nisarga-1685235-2020-06-03," Muslims offering namaaz in Patparganj, Delhi, violating Covid-19 lockdown rules",14-May-20,14-May-20
https://www.indiatoday.in//fact-check/story/fact-check-japanese-nobel-laureate-never-said-china-manufactured-coronavirus-1685206-2020-06-03, This is how houses of Dalit Hindus are being burnt in Telinipara in West Bengal’s Hooghly district,14-May-20,14-May-20
https://www.indiatoday.in//fact-check/video/did-158-indian-soldiers-die-in-an-attack-by-the-chinese-army-recently-1685130-2020-06-03, Angry people pelted stones at the convoy of Bihar chief minister Nitish Kumar amid lockdown,13-May-20,13-May-20
https://www.indiatoday.in//fact-check/story/fact-check-old-image-from-spain-goes-viral-as-corona-protests-against-trump-us-1684799-2020-06-02, A priest at Vrindavan’s Imlitala temple was brutally assaulted; Bangladeshis suspected to be among the attackers,13-May-20,13-May-20
https://www.indiatoday.in//fact-check/story/fact-check-did-a-us-city-deploy-child-soldiers-to-quell-protests-over-george-floyd-s-death-1684554-2020-06-02, Video of Prime Minister Narendra Modi preparing for his Tuesday speech,13-May-20,13-May-20
https://www.indiatoday.in//fact-check/story/fact-check-no-protesters-didn-t-storm-white-house-against-george-floyd-s-death-us-1684470-2020-06-01, The Telangana government is distributing Ramadan gifts to Muslims during lockdown,12-May-20,12-May-20
https://www.indiatoday.in//fact-check/story/fact-check-viral-claim-of-china-killing-158-indian-jawans-is-a-three-year-old-fake-1683934-2020-05-31, Labourers from Bihar were thrashed by policemen during lockdown,12-May-20,12-May-20
https://www.indiatoday.in//fact-check/story/fact-check-pics-of-pre-wedding-shoot-go-viral-as-corona-patient-in-love-with-doctor-1683809-2020-05-30," Video of violent protests in Surat, Gujarat, where people are demanding that they be either provided ration or be shot dead",11-May-20,11-May-20
https://www.indiatoday.in//fact-check/video/fact-check-can-bottle-of-sanitiser-cause-fire-in-car-1683655-2020-05-30," According to WHO, no vegetarian has been affected by coronavirus because it needs animal fat in the body to survive",11-May-20,11-May-20
https://www.indiatoday.in//fact-check/story/fact-check-old-images-of-us-forest-fires-passed-off-as-crisis-in-uttarakhand-1683298-2020-05-29, Italian luxury fashion brand Prada is making bags for corpses,11-May-20,11-May-20
https://www.indiatoday.in//fact-check/story/fact-check-old-picture-of-chinese-aggression-passed-off-as-recent-crisis-in-ladakh-1682836-2020-05-28, Google has removed LoC from India’s map,10-May-20,10-May-20
https://www.indiatoday.in//fact-check/story/fact-check-why-you-should-never-leave-hand-sanitiser-bottle-your-car-1682594-2020-05-27," Prolonged use of mask causes hypoxia, oxygen deficiency, fatigue and loss of reflexes",10-May-20,10-May-20
https://www.indiatoday.in//fact-check/story/fact-check-did-justin-trudeau-against-islamophobia-year-eid-messag-1682271-2020-05-27, A pride of lions was sighted at Dhaula Kuan near Delhi Cantonment during the lockdown,10-May-20,10-May-20
https://www.indiatoday.in//fact-check/story/fact-check-no-china-has-not-killed-75-indian-soldiers-in-ladakh-1682218-2020-05-26, Doctor from Sir Ganga Ram Hospital in Delhi has advised people to drink a lot of water and gargle with warm water mixed with salt or vinegar to kill coronavirus,9-May-20,9-May-20
https://www.indiatoday.in//fact-check/story/fact-check-old-video-street-brawl-linked-eid-celebrations-1681802-2020-05-25, Passengers arguing with flight pursers for not maintaining social distancing in Air India flight,8-May-20,8-May-20
https://www.indiatoday.in//fact-check/story/video-landslide-goes-viral-with-wrong-claim-1681795-2020-05-25, A deer was spotted on the sea beach near Chandrabhaga on Puri-Konark marine drive road during lockdown,8-May-20,8-May-20
https://www.indiatoday.in//fact-check/story/blot-clot-coronavirus-italian-doctors-who-1681512-2020-05-25," Crop circle that appeared recently shows the Microsoft logo in a coronavirus outline, hinting at a link between Bill Gates and the virus",7-May-20,7-May-20
https://www.indiatoday.in//fact-check/story/fact-check-video-of-woman-being-thrashed-brutally-goes-viral-with-communal-twist-1681475-2020-05-24, Fake notes seized from a temple in Gujarat during lockdown,7-May-20,7-May-20
https://www.indiatoday.in//fact-check/story/fact-check-no-chowkidar-chor-hai-slogans-were-not-raised-during-pm-s-bengal-visit-1681226-2020-05-23, Picture is of an eight-year-old boy infected with coronavirus,7-May-20,7-May-20
https://www.indiatoday.in//fact-check/story/fact-check-viral-video-of-mob-vandalising-vehicles-is-not-from-kanpur-1681214-2020-05-23, One should click on “http://Onlinefilingindia,7-May-20,7-May-20
https://www.indiatoday.in//fact-check/video/fact-check-was-congress-rahul-gandhi-meeting-migrants-staged-photo-op-1681171-2020-05-23, Policeman seen lying on the roadside in a drunken state,6-May-20,6-May-20
https://www.indiatoday.in//fact-check/story/fact-check-one-year-old-videoclip-of-cyclone-fani-passed-off-as-cyclone-amphan-on-social-media-1680526-2020-05-21, White House is selling commemorative Covid-19 coins for $100,5-May-20,5-May-20
https://www.indiatoday.in//fact-check/story/fact-check-social-distancing-flouted-in-hyderabad-for-eid-shopping-no-this-video-is-from-pakistan-1680502-2020-05-21, It is illegal to share PDFs of e-papers on WhatsApp,5-May-20,5-May-20
https://www.indiatoday.in//fact-check/story/fact-check-did-rahul-gandhi-stage-his-meeting-with-migrants-at-delhi-s-sukhdev-vihar-1680223-2020-05-21," Some 150 foreigners attended Sadhguru's event in March, which has led to over 1,000 corona cases in Tamil Nadu",3-May-20,3-May-20
https://www.indiatoday.in//fact-check/video/are-these-the-1-000-buses-arranged-by-priyanka-gandhi-for-migrant-workers-1680160-2020-05-20, All employees of a Punjab National Bank branch at Ghaziabad’s Loni have been found corona positive,3-May-20,3-May-20
https://www.indiatoday.in//fact-check/story/fact-check-six-year-old-picture-goes-viral-as-plight-of-migrants-during-lockdown-1679824-2020-05-19," Centre will provide a relief package of Rs 50,000 to ration card-holders under its scheme 'Rashtriya Sikhshit Berojgar Yojna'",3-May-20,3-May-20
https://www.indiatoday.in//fact-check/story/dr-devi-shetty-never-advised-these-22-steps-to-avoid-coronavirus-1679771-2020-05-19, Man appeals that his wife and daughter are infected with Covid-19,3-May-20,3-May-20
https://www.indiatoday.in//fact-check/story/old-videos-supermarket-thefts-viral-linking-them-ramadan-1679397-2020-05-18, Video is of Rishi Kapoor with doctors at the Mumbai hospital he was admitted in,1-May-20,1-May-20
https://www.indiatoday.in//fact-check/story/kumbh-mela-buses-passed-off-migrant-buses-arranged-by-priyanka-gandhi-1679378-2020-05-18, Mumbai’s popular Wibs bread company has been sealed after its workers tested positive for coronavirus,30-Apr-20,30-Apr-20
https://www.indiatoday.in//fact-check/story/fact-check-video-plight-hindus-haryana-rajasthan-1679189-2020-05-18, The anti-tuberculosis Bacillus Calmette-Guérin (BCG) vaccine protects people against coronavirus infection,30-Apr-20,30-Apr-20
https://www.indiatoday.in//fact-check/story/fact-check-truth-behind-viral-picture-of-donald-trump-greeting-osama-bin-laden-1679027-2020-05-17," ""RSS goons"" attacked a Hindu woman for organising sehri for a Kashmiri Muslim girl during Ramadan",30-Apr-20,30-Apr-20
https://www.indiatoday.in//fact-check/story/fact-check-no-this-video-does-not-show-muslim-brutalities-on-hindus-in-bengal-1678820-2020-05-16, A car deliberately hit and killed a Muslim woman and her daughter in UP’s Ballia,29-Apr-20,29-Apr-20
https://www.indiatoday.in//fact-check/story/fact-check-jyotiraditya-scindia-to-stay-in-bjp-at-least-for-now-1678799-2020-05-16, Delhi government has asked doctors on coronavirus duty to pay their own hotel bills,28-Apr-20,28-Apr-20
https://www.indiatoday.in//fact-check/story/fact-check-jack-ma-never-said-2020-is-the-year-of-just-staying-alive-1678557-2020-05-15, The largest hole in the ozone layer over the Arctic region has healed due to the Covid-19 lockdown,28-Apr-20,28-Apr-20
https://www.indiatoday.in//fact-check/story/fact-check-viral-post-saying-bill-gates-violated-social-distancing-norms-is-misleading-1678522-2020-05-15, Picture is of clothes of those who've died of coronavirus in China,28-Apr-20,28-Apr-20
https://www.indiatoday.in//fact-check/story/fact-check-video-of-muslims-offering-namaaz-goes-viral-with-wrong-claim-1678165-2020-05-14," Muslim leader in Pakistan had returned home after recovering from coronavirus, but was killed in celebratory firing",28-Apr-20,28-Apr-20
https://www.indiatoday.in//india/story/fact-check-old-video-of-overcrowded-train-in-bangladesh-passed-off-as-shramik-special-1678124-2020-05-14, The first volunteer to take the human trial vaccine for coronavirus in the UK has died,27-Apr-20,27-Apr-20
https://www.indiatoday.in//fact-check/story/fact-check-images-of-anti-hindu-violence-pakistan-passed-off-riots-west-bengal-1677750-2020-05-13," A 28-year-old doctor from Maharashtra, Dr",26-Apr-20,26-Apr-20
https://www.indiatoday.in//fact-check/story/fact-check-viral-video-of-attack-on-nitish-kumar-s-convoy-is-two-years-old-1677730-2020-05-13, Wife of Bengal BJP MP Saumitra Khan took a SpiceJet flight to Kolkata during lockdown,26-Apr-20,26-Apr-20
https://www.indiatoday.in//fact-check/story/fact-check-uttar-pradesh-priest-injured-mutt-faction-feud-pics-go-viral-with-communal-tone-1677529-2020-05-13, Pune-based doctor Megha Vyas died of Covid-19 while treating patients infected with coronavirus,26-Apr-20,26-Apr-20
https://www.indiatoday.in//fact-check/story/fact-check-pm-modi-madame-tussauds-prep-video-linked-tuesday-speech-1677329-2020-05-12, The woman in the viral image is a Covid-19 patient,25-Apr-20,25-Apr-20
https://www.indiatoday.in//fact-check/story/fact-check-old-pic-kcr-ramadan-gift-muslims-goes-viral-misleading-claim-1677301-2020-05-12, Father asking to pray for his daughter who has coronavirus symptoms,24-Apr-20,24-Apr-20
https://www.indiatoday.in//fact-check/story/video-police-torture-goes-viral-with-misleading-claim-1676909-2020-05-11," As per MHA order, the factory owner and management will be arrested immediately if an employee tests positive for Covid-19",23-Apr-20,23-Apr-20
https://www.indiatoday.in//fact-check/story/fact-check-video-of-mob-damaging-buildings-and-vehicles-goes-viral-with-wrong-claim-1676859-2020-05-11, Germany has sent China a bill of £130 billion for damages caused to the economy due to coronavirus,22-Apr-20,22-Apr-20
https://www.indiatoday.in//fact-check/story/has-who-said-vegetarians-are-safe-from-coronavirus-1676815-2020-05-11, Canadian Prime Minister Justin Trudeau is packing relief materials for countrymen during the Covid-19 pandemic,21-Apr-20,21-Apr-20
https://www.indiatoday.in//fact-check/story/fact-check-the-corpse-wears-prada-no-this-is-a-spoof-1676532-2020-05-10, Video is of man putting his spit on bread packets in India during the Covid-19 pandemic,21-Apr-20,21-Apr-20
https://www.indiatoday.in//fact-check/story/fact-check-has-google-maps-removed-loc-from-indian-map-1676514-2020-05-10, Child asks for Facebook shares for mother infected with coronavirusBoth images are old and unrelated,20-Apr-20,20-Apr-20
https://www.indiatoday.in//fact-check/video/did-air-india-charge-passengers-three-times-fare-for-social-distancing-1676495-2020-05-10," Amid lockdown, Karnataka CM Yeddyurappa attended the wedding of Kumaraswamy’s son, ignoring social distancing",20-Apr-20,20-Apr-20
https://www.indiatoday.in//fact-check/story/fact-check-can-prolonged-use-of-masks-cause-oxygen-deficiency-and-fatigue-1676405-2020-05-10, Government is going to slash pension of the employees by 30 per cent,18-Apr-20,18-Apr-20
https://www.indiatoday.in//fact-check/story/fact-check-there-s-a-lion-share-of-fiction-in-this-viral-video-1676278-2020-05-09, Video of Muslims challenging government's decision to stop namaaz in mosques in the backdrop of Covid-19,18-Apr-20,18-Apr-20
https://www.indiatoday.in//fact-check/story/misleading-tiktok-video-on-covid-19-falsely-attributed-to-ganga-ram-hospital-1676021-2020-05-08, Picture is of woman who was raped by a doctor inside a corona isolation ward,16-Apr-20,16-Apr-20
https://www.indiatoday.in//fact-check/video/is-shah-rukh-khan-starring-as-tipu-sultan-in-a-movie-1675942-2020-05-08, Chinese people are not being allowed in supermarkets in AustraliaThe argument seen in the viral video was about restriction on buying more than two baby formula tins in a Melbourne store,16-Apr-20,16-Apr-20
https://www.indiatoday.in//fact-check/story/fact-check-video-of-passengers-arguing-over-social-distancing-is-not-from-air-india-flight-1675912-2020-05-08, Man being thrashed during lockdown as a result of hatred fuelled by the media,15-Apr-20,15-Apr-20
https://www.indiatoday.in//fact-check/story/video-playful-deer-sea-not-from-lockdown-india-1675522-2020-05-07," Muslims in India are offering namaaz in groups on rooftops during lockdown, ignoring social distancing",15-Apr-20,15-Apr-20
https://www.indiatoday.in//fact-check/story/another-social-media-conspiracy-linking-bill-gates-to-coronavirus-surfaces-1675497-2020-05-07, Picture of doctors and nurses who died in Italy due to coronavirus,14-Apr-20,14-Apr-20
https://www.indiatoday.in//fact-check/story/fact-check-were-fake-notes-seized-from-a-temple-in-gujarat-during-lockdown-1675205-2020-05-07, Picture is of lockdown violators cleaning a lake as punishment given by Karnataka police,14-Apr-20,14-Apr-20
https://www.indiatoday.in//fact-check/story/fact-check-don-t-believe-this-story-about-an-8-year-old-boy-suffering-from-covid-19-1675179-2020-05-07, A funeral home worker in New York was cremated by his co-worker accidentally while he was asleep,13-Apr-20,13-Apr-20
https://www.indiatoday.in//fact-check/story/fact-check-do-not-click-on-this-dubious-web-link-to-claim-gst-refund-1675052-2020-05-06, One should be careful of interacting with pets for animals can transmit Covid-19 to humansThere is no evidence to prove that animals can transmit coronavirus to humans,13-Apr-20,13-Apr-20
